date,station_id,station_name,station_env,station_influence,no2_ug_m3,lat,lon,zone
2022-01-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,20.0,45.0578,5.6767,GRENOBLE
2022-01-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,12.0,45.0578,5.6767,GRENOBLE
2022-01-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,11.0,45.0578,5.6767,GRENOBLE
2022-01-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,15.0,45.0578,5.6767,GRENOBLE
2022-01-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,16.0,45.0578,5.6767,GRENOBLE
2022-01-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,21.0,45.0578,5.6767,GRENOBLE
2022-01-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,21.0,45.0578,5.6767,GRENOBLE
2022-01-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,25.0,45.0578,5.6767,GRENOBLE
2022-01-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,33.0,45.0578,5.6767,GRENOBLE
2022-01-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,29.0,45.0578,5.6767,GRENOBLE
2022-01-29,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,24.0,45.0578,5.6767,GRENOBLE
2022-01-30,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,24.0,45.0578,5.6767,GRENOBLE
2022-01-31,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,22.0,45.0578,5.6767,GRENOBLE
2022-02-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,8.2,45.0578,5.6767,GRENOBLE
2022-02-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,15.0,45.0578,5.6767,GRENOBLE
2022-02-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,20.0,45.0578,5.6767,GRENOBLE
2022-02-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,22.0,45.0578,5.6767,GRENOBLE
2022-02-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,15.0,45.0578,5.6767,GRENOBLE
2022-02-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,13.0,45.0578,5.6767,GRENOBLE
2022-02-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.5,45.0578,5.6767,GRENOBLE
2022-02-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,15.0,45.0578,5.6767,GRENOBLE
2022-02-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,19.0,45.0578,5.6767,GRENOBLE
2022-02-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,20.0,45.0578,5.6767,GRENOBLE
2022-02-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,17.0,45.0578,5.6767,GRENOBLE
2022-02-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,15.0,45.0578,5.6767,GRENOBLE
2022-02-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,8.8,45.0578,5.6767,GRENOBLE
2022-02-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,11.0,45.0578,5.6767,GRENOBLE
2022-02-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,11.0,45.0578,5.6767,GRENOBLE
2022-02-16,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,22.0,45.0578,5.6767,GRENOBLE
2022-02-17,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,20.0,45.0578,5.6767,GRENOBLE
2022-02-18,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,16.0,45.0578,5.6767,GRENOBLE
2022-02-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.8,45.0578,5.6767,GRENOBLE
2022-02-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,8.7,45.0578,5.6767,GRENOBLE
2022-02-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.7,45.0578,5.6767,GRENOBLE
2022-02-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.2,45.0578,5.6767,GRENOBLE
2022-02-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,10.0,45.0578,5.6767,GRENOBLE
2022-02-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,17.0,45.0578,5.6767,GRENOBLE
2022-02-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.6,45.0578,5.6767,GRENOBLE
2022-02-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,8.2,45.0578,5.6767,GRENOBLE
2022-02-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.2,45.0578,5.6767,GRENOBLE
2022-02-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,13.0,45.0578,5.6767,GRENOBLE
2022-03-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,15.0,45.0578,5.6767,GRENOBLE
2022-03-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,16.0,45.0578,5.6767,GRENOBLE
2022-03-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,12.0,45.0578,5.6767,GRENOBLE
2022-03-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,12.0,45.0578,5.6767,GRENOBLE
2022-03-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.6,45.0578,5.6767,GRENOBLE
2022-03-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.3,45.0578,5.6767,GRENOBLE
2022-03-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,16.0,45.0578,5.6767,GRENOBLE
2022-03-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,14.0,45.0578,5.6767,GRENOBLE
2022-03-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,12.0,45.0578,5.6767,GRENOBLE
2022-03-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,12.0,45.0578,5.6767,GRENOBLE
2022-03-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.8,45.0578,5.6767,GRENOBLE
2022-03-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,12.0,45.0578,5.6767,GRENOBLE
2022-03-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.3,45.0578,5.6767,GRENOBLE
2022-03-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,10.0,45.0578,5.6767,GRENOBLE
2022-03-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.0,45.0578,5.6767,GRENOBLE
2022-03-16,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,16.0,45.0578,5.6767,GRENOBLE
2022-03-17,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,14.0,45.0578,5.6767,GRENOBLE
2022-03-18,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,16.0,45.0578,5.6767,GRENOBLE
2022-03-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,13.666666666666666,,,GRENOBLE
2022-03-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,11.333333333333332,,,GRENOBLE
2022-03-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.0,45.0578,5.6767,GRENOBLE
2022-03-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.6,45.0578,5.6767,GRENOBLE
2022-03-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.8,45.0578,5.6767,GRENOBLE
2022-03-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,11.0,45.0578,5.6767,GRENOBLE
2022-03-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,11.0,45.0578,5.6767,GRENOBLE
2022-03-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.5,45.0578,5.6767,GRENOBLE
2022-03-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.6,45.0578,5.6767,GRENOBLE
2022-03-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,11.0,45.0578,5.6767,GRENOBLE
2022-03-29,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,17.0,45.0578,5.6767,GRENOBLE
2022-03-30,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.4,45.0578,5.6767,GRENOBLE
2022-03-31,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.5,45.0578,5.6767,GRENOBLE
2022-04-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.9,45.0578,5.6767,GRENOBLE
2022-04-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.5,45.0578,5.6767,GRENOBLE
2022-04-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.6,45.0578,5.6767,GRENOBLE
2022-04-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,10.0,45.0578,5.6767,GRENOBLE
2022-04-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.3,45.0578,5.6767,GRENOBLE
2022-04-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.3,45.0578,5.6767,GRENOBLE
2022-04-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.8,45.0578,5.6767,GRENOBLE
2022-04-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,14.0,45.0578,5.6767,GRENOBLE
2022-04-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-04-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.9,45.0578,5.6767,GRENOBLE
2022-04-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.1,45.0578,5.6767,GRENOBLE
2022-04-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,13.0,45.0578,5.6767,GRENOBLE
2022-04-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.9,45.0578,5.6767,GRENOBLE
2022-04-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.3,45.0578,5.6767,GRENOBLE
2022-04-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.6,45.0578,5.6767,GRENOBLE
2022-04-16,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.7,45.0578,5.6767,GRENOBLE
2022-04-17,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.7,45.0578,5.6767,GRENOBLE
2022-04-18,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.2,45.0578,5.6767,GRENOBLE
2022-04-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.0,45.0578,5.6767,GRENOBLE
2022-04-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,8.1,45.0578,5.6767,GRENOBLE
2022-04-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.2,45.0578,5.6767,GRENOBLE
2022-04-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.4,45.0578,5.6767,GRENOBLE
2022-04-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,1.5,45.0578,5.6767,GRENOBLE
2022-04-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-04-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.1,45.0578,5.6767,GRENOBLE
2022-04-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.2,45.0578,5.6767,GRENOBLE
2022-04-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.0,45.0578,5.6767,GRENOBLE
2022-04-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.6,45.0578,5.6767,GRENOBLE
2022-04-29,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.0,45.0578,5.6767,GRENOBLE
2022-04-30,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.8,45.0578,5.6767,GRENOBLE
2022-05-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.4,45.0578,5.6767,GRENOBLE
2022-05-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-05-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-05-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-05-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,8.1,45.0578,5.6767,GRENOBLE
2022-05-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.7,45.0578,5.6767,GRENOBLE
2022-05-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-05-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.5,45.0578,5.6767,GRENOBLE
2022-05-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.4,45.0578,5.6767,GRENOBLE
2022-05-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.1,45.0578,5.6767,GRENOBLE
2022-05-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.2,45.0578,5.6767,GRENOBLE
2022-05-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.9,45.0578,5.6767,GRENOBLE
2022-05-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.7,45.0578,5.6767,GRENOBLE
2022-05-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.2,45.0578,5.6767,GRENOBLE
2022-05-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.3,45.0578,5.6767,GRENOBLE
2022-05-16,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.9,45.0578,5.6767,GRENOBLE
2022-05-17,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-05-18,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.5,45.0578,5.6767,GRENOBLE
2022-05-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.3,45.0578,5.6767,GRENOBLE
2022-05-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.2,45.0578,5.6767,GRENOBLE
2022-05-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.3,45.0578,5.6767,GRENOBLE
2022-05-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.9,45.0578,5.6767,GRENOBLE
2022-05-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.1,45.0578,5.6767,GRENOBLE
2022-05-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.6,45.0578,5.6767,GRENOBLE
2022-05-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.6,45.0578,5.6767,GRENOBLE
2022-05-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.3,45.0578,5.6767,GRENOBLE
2022-05-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.3,45.0578,5.6767,GRENOBLE
2022-05-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.7,45.0578,5.6767,GRENOBLE
2022-05-29,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.9,45.0578,5.6767,GRENOBLE
2022-05-30,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.4,45.0578,5.6767,GRENOBLE
2022-05-31,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,8.9,45.0578,5.6767,GRENOBLE
2022-06-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.6,45.0578,5.6767,GRENOBLE
2022-06-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.5,45.0578,5.6767,GRENOBLE
2022-06-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.5,45.0578,5.6767,GRENOBLE
2022-06-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.2,45.0578,5.6767,GRENOBLE
2022-06-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-06-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.3,45.0578,5.6767,GRENOBLE
2022-06-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.8,45.0578,5.6767,GRENOBLE
2022-06-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.3,45.0578,5.6767,GRENOBLE
2022-06-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.3,45.0578,5.6767,GRENOBLE
2022-06-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.5,45.0578,5.6767,GRENOBLE
2022-06-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.9,45.0578,5.6767,GRENOBLE
2022-06-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.3,45.0578,5.6767,GRENOBLE
2022-06-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-06-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.4,45.0578,5.6767,GRENOBLE
2022-06-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.9,45.0578,5.6767,GRENOBLE
2022-06-16,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.2,45.0578,5.6767,GRENOBLE
2022-06-17,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.2,45.0578,5.6767,GRENOBLE
2022-06-18,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.7,45.0578,5.6767,GRENOBLE
2022-06-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,1.4,45.0578,5.6767,GRENOBLE
2022-06-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-06-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.4,45.0578,5.6767,GRENOBLE
2022-06-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.2,45.0578,5.6767,GRENOBLE
2022-06-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.2,45.0578,5.6767,GRENOBLE
2022-06-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-06-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.0,45.0578,5.6767,GRENOBLE
2022-06-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.2,45.0578,5.6767,GRENOBLE
2022-06-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.6,45.0578,5.6767,GRENOBLE
2022-06-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.0,45.0578,5.6767,GRENOBLE
2022-06-29,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.7,45.0578,5.6767,GRENOBLE
2022-06-30,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-07-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.7,45.0578,5.6767,GRENOBLE
2022-07-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.9,45.0578,5.6767,GRENOBLE
2022-07-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.4,45.0578,5.6767,GRENOBLE
2022-07-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.4,45.0578,5.6767,GRENOBLE
2022-07-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.4,45.0578,5.6767,GRENOBLE
2022-07-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-07-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.4,45.0578,5.6767,GRENOBLE
2022-07-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.4,45.0578,5.6767,GRENOBLE
2022-07-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.3,45.0578,5.6767,GRENOBLE
2022-07-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.5,45.0578,5.6767,GRENOBLE
2022-07-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-07-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.7,45.0578,5.6767,GRENOBLE
2022-07-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.8,45.0578,5.6767,GRENOBLE
2022-07-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.2,45.0578,5.6767,GRENOBLE
2022-07-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.6,45.0578,5.6767,GRENOBLE
2022-07-16,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.4,45.0578,5.6767,GRENOBLE
2022-07-17,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.1,45.0578,5.6767,GRENOBLE
2022-07-18,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.4,45.0578,5.6767,GRENOBLE
2022-07-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.1,45.0578,5.6767,GRENOBLE
2022-07-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.6,45.0578,5.6767,GRENOBLE
2022-07-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.1,45.0578,5.6767,GRENOBLE
2022-07-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.3,45.0578,5.6767,GRENOBLE
2022-07-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.0,45.0578,5.6767,GRENOBLE
2022-07-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.6,45.0578,5.6767,GRENOBLE
2022-07-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.0,45.0578,5.6767,GRENOBLE
2022-07-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,1.9,45.0578,5.6767,GRENOBLE
2022-07-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.0,45.0578,5.6767,GRENOBLE
2022-07-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.3,45.0578,5.6767,GRENOBLE
2022-07-29,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,10.0,45.0578,5.6767,GRENOBLE
2022-07-30,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,9.2,45.0578,5.6767,GRENOBLE
2022-07-31,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.0,45.0578,5.6767,GRENOBLE
2022-08-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.2,45.0578,5.6767,GRENOBLE
2022-08-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-08-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-08-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-08-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.9,45.0578,5.6767,GRENOBLE
2022-08-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.6,45.0578,5.6767,GRENOBLE
2022-08-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.8,45.0578,5.6767,GRENOBLE
2022-08-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.9,45.0578,5.6767,GRENOBLE
2022-08-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.6,45.0578,5.6767,GRENOBLE
2022-08-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.3,45.0578,5.6767,GRENOBLE
2022-08-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.5,45.0578,5.6767,GRENOBLE
2022-08-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.7,45.0578,5.6767,GRENOBLE
2022-08-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.0,45.0578,5.6767,GRENOBLE
2022-08-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.1,45.0578,5.6767,GRENOBLE
2022-08-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.8,45.0578,5.6767,GRENOBLE
2022-08-16,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.9,45.0578,5.6767,GRENOBLE
2022-08-17,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.3,45.0578,5.6767,GRENOBLE
2022-08-18,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.8,45.0578,5.6767,GRENOBLE
2022-08-19,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.6,45.0578,5.6767,GRENOBLE
2022-08-20,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.3,45.0578,5.6767,GRENOBLE
2022-08-21,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.8,45.0578,5.6767,GRENOBLE
2022-08-22,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.8,45.0578,5.6767,GRENOBLE
2022-08-23,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.1,45.0578,5.6767,GRENOBLE
2022-08-24,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.0,45.0578,5.6767,GRENOBLE
2022-08-25,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.9,45.0578,5.6767,GRENOBLE
2022-08-26,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.8,45.0578,5.6767,GRENOBLE
2022-08-27,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.1,45.0578,5.6767,GRENOBLE
2022-08-28,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.1,45.0578,5.6767,GRENOBLE
2022-08-29,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.2,45.0578,5.6767,GRENOBLE
2022-08-30,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.7,45.0578,5.6767,GRENOBLE
2022-08-31,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,6.2,45.0578,5.6767,GRENOBLE
2022-09-01,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.3,45.0578,5.6767,GRENOBLE
2022-09-02,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.2,45.0578,5.6767,GRENOBLE
2022-09-03,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.2,45.0578,5.6767,GRENOBLE
2022-09-04,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.3,45.0578,5.6767,GRENOBLE
2022-09-05,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.8,45.0578,5.6767,GRENOBLE
2022-09-06,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.7,45.0578,5.6767,GRENOBLE
2022-09-07,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.2,45.0578,5.6767,GRENOBLE
2022-09-08,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.4,45.0578,5.6767,GRENOBLE
2022-09-09,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,4.3,45.0578,5.6767,GRENOBLE
2022-09-10,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.6,45.0578,5.6767,GRENOBLE
2022-09-11,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,2.8,45.0578,5.6767,GRENOBLE
2022-09-12,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.9,45.0578,5.6767,GRENOBLE
2022-09-13,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,7.1,45.0578,5.6767,GRENOBLE
2022-09-14,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,3.9,45.0578,5.6767,GRENOBLE
2022-09-15,FR15045,Grenoble PeriurbSud,Périurbaine,Fond,5.1,45.0578,5.6767,GRENOBLE
